id_cliente,nombre,tipo_cliente,fecha_alta
645,Robyn Trevino,Particular,2025-01-29
646,Crystal Chambers,PyME,2023-06-04
647,Sandra Hicks,PyME,2024-12-08
648,Richard Hampton,Freelance,2021-12-02
649,Brandon Willis,Particular,2022-02-13
650,Sandra Smith,Particular,2023-12-19
651,Brandi Gilmore,Freelance,2024-06-15
652,Christopher Martinez,Particular,2023-06-04
653,David Hurst,Freelance,2024-05-12
654,Molly Jackson,PyME,2023-04-18
655,Scott Wilkerson Jr.,Particular,2024-12-01
656,Travis Dixon,Particular,2022-01-03
657,Julie Martin,Freelance,2024-03-15
658,Michael Jimenez,Particular,2022-11-06
659,Latoya Cobb,Particular,2024-11-13
660,Brandy Cline,Particular,2021-12-31
661,George Cooper,Particular,2023-09-24
662,Kelsey Delacruz DDS,Freelance,2024-08-22
663,Kenneth Bush,Freelance,2025-02-24
664,Terry Mcdaniel,Particular,2024-09-01
665,Charles Thomas,Freelance,2023-03-17
666,Greg Cobb,Particular,2021-12-22
667,Cynthia Cruz,PyME,2024-08-09
668,Stephen Turner,Freelance,2024-08-29
669,Sally Knight,Particular,2024-04-03
670,Michael Kramer,Particular,2024-09-29
671,Anthony Perez,Particular,2023-11-02
672,Tara Watson,Particular,2023-07-08
673,Mr. George Schultz,PyME,2021-06-14
674,Mary Parker,Particular,2022-10-09
675,Jennifer Johnson,Particular,2022-11-30
676,Anthony Clark,PyME,2022-09-28
677,Matthew Stokes,Freelance,2023-03-09
678,Judy Murray,Particular,2022-02-07
679,Brian Stone,Particular,2023-08-24
680,Sarah Hall,Particular,2024-05-10
681,Joseph Wood,Particular,2021-06-23
682,Michael Anderson,Freelance,2025-01-31
683,Tanya James,Freelance,2023-02-12
684,Daniel Davis,Freelance,2022-02-20
685,Christopher Fitzgerald,Particular,2024-09-30
686,Anthony Sanchez,Particular,2021-06-12
687,Brian Pearson,PyME,2021-04-03
688,Jennifer Obrien,Particular,2022-07-25
689,Emily Bullock,Freelance,2021-11-19
690,Vanessa Travis,Particular,2023-11-22
691,Devin Miller,PyME,2025-03-17
692,Michael Vega,Freelance,2024-09-07
693,Savannah Nelson,Particular,2024-07-29
694,Anthony Hall,Particular,2022-02-11
695,Kenneth Wallace,Particular,2024-04-05
696,Jesse George,Particular,2022-03-21
697,Mark Davis,Particular,2022-09-20
698,Emily West,PyME,2022-09-28
699,Kyle Snyder,PyME,2021-10-07
700,Cheryl Stone,Particular,2023-06-21
701,Tyler Howard,Particular,2023-03-16
702,Kathy Garner,Freelance,2024-10-08
703,Kevin Soto,Particular,2023-02-19
704,Kimberly Smith,Freelance,2022-05-06
705,Robert Alvarado,Particular,2025-01-20
706,Kimberly Martinez,Particular,2021-11-14
707,Cory Forbes,Freelance,2022-03-08
708,Maria Cook,PyME,2021-10-15
709,Mr. Devin Silva,Particular,2024-05-01
710,Lisa Anderson,Particular,2024-07-04
711,Angela Anderson,Particular,2022-10-20
712,Darryl Calhoun,PyME,2025-02-19
713,Katelyn Torres,Particular,2025-02-22
714,Teresa Garcia,Freelance,2023-10-10
715,Daisy Jones,Freelance,2024-11-03
716,Tyler Ramos,Particular,2025-01-28
717,Mark Davis,Freelance,2023-04-20
718,Melissa Dickerson,Particular,2022-03-15
719,Rodney Ross,PyME,2021-09-26
720,Nancy Parsons,Particular,2023-09-18
721,Brian Escobar,Freelance,2022-12-15
722,Pamela Caldwell,Particular,2021-11-30
723,Darryl Steele,Particular,2022-03-22
724,Jamie Morris,Particular,2022-06-24
725,Scott Fletcher,PyME,2022-06-21
726,Adam Garcia,Particular,2021-06-20
727,Guy Williams,Particular,2022-06-29
728,Jeff Smith,Particular,2022-03-20
729,Mark Lopez,Particular,2024-10-02
730,Amy Gordon,Particular,2022-07-31
731,Nicole Haynes,Particular,2024-12-28
732,Patricia Thomas,Particular,2024-03-07
733,Brittany Mcdonald,Particular,2023-02-12
734,Alvin Weaver Jr.,Particular,2023-11-07
735,Taylor Knight,Freelance,2024-11-03
736,David Fisher,Particular,2022-03-04
737,Joseph Day,Particular,2021-08-22
738,Shannon Knight,Freelance,2023-02-26
739,Richard Hughes,Particular,2022-05-03
740,John Johnson,Freelance,2021-08-19
741,Donald Wilson,Freelance,2022-05-20
742,Matthew Clark,Freelance,2025-03-06
743,Sylvia Benson,Particular,2024-04-10
744,Susan Haley,Freelance,2023-01-18
745,Charles Hill,Freelance,2024-10-18
746,Becky Johnson,PyME,2024-05-28
747,Lisa Perez,Particular,2021-09-02
748,Lindsay Jackson,Particular,2021-05-20
749,Brandy Curry,Particular,2024-05-31
750,Stacey Garcia,Particular,2024-10-31
751,Melanie Sanford,Freelance,2024-11-02
752,Michael Ramos,Freelance,2024-11-14
753,Brian Salinas,Particular,2023-06-17
754,Jessica Johnson,Particular,2023-11-16
755,Thomas Smith,Particular,2024-11-16
756,Shelley Terrell,Freelance,2024-04-30
757,Rhonda Harris,Particular,2023-07-24
758,Seth Graves,Freelance,2021-09-16
759,Sean Phillips,Particular,2021-11-17
760,Kelsey Cruz,Particular,2023-07-01
761,Mary Perez,PyME,2021-06-20
762,Lauren Garza,Particular,2024-03-09
763,Shawn Reed,Freelance,2022-06-17
764,Robert Taylor,Freelance,2022-07-31
765,Jasmine Espinoza,Freelance,2022-06-16
766,Nathaniel Mendoza,Freelance,2021-05-04
767,Susan Anderson,Freelance,2023-04-07
768,Russell Hill,Particular,2024-03-14
769,Steven Estrada,Particular,2024-07-29
770,Cheryl Vaughn,Freelance,2021-11-16
771,Nicole Black,Freelance,2021-07-14
772,Susan Alexander,Freelance,2021-11-18
773,Kimberly Hensley,Particular,2022-01-09
774,James Newman,Particular,2023-04-18
775,Pam Jackson,Freelance,2024-01-22
776,Michael Prince,PyME,2022-10-30
777,Mr. Robert Davis,PyME,2023-10-16
778,Emily White,Freelance,2021-04-01
779,Sarah Vasquez,Particular,2023-10-21
780,Mr. Marcus Wright,Particular,2025-02-18
781,Tracy Diaz,Freelance,2021-12-30
782,Harold Williams,Freelance,2021-09-02
783,William Lopez,Particular,2024-06-21
784,Colleen Mcfarland,Freelance,2024-01-15
785,Catherine Hood,PyME,2023-02-24
786,Betty Foster,Particular,2024-11-06
787,Eric Odom,Freelance,2022-02-11
788,Matthew Chandler,Particular,2021-11-05
789,Sarah Hall,Particular,2024-08-30
790,Robert Alvarez,Particular,2023-08-14
791,Willie Johnson,Particular,2021-10-11
792,Erin Miller,Particular,2023-08-26
793,Christopher Wright,Freelance,2023-10-21
794,Robin Cruz,Particular,2021-11-12
795,Austin Mcguire,Particular,2023-06-16
796,Leslie Edwards,Freelance,2022-10-13
797,Adrian Lambert,Freelance,2024-02-28
798,Elizabeth Weber,Particular,2022-07-04
799,Jason Riddle,PyME,2025-02-22
800,Pamela Williams,Particular,2022-07-24
801,Victoria Ellis,Particular,2021-06-02
802,Laurie Palmer,Particular,2025-02-24
803,Penny Yates,Particular,2023-01-26
804,Edward Ortega,Particular,2022-07-22
805,Carl Beck II,Freelance,2023-04-18
806,Vincent Cox,PyME,2023-03-12
807,Nicholas Bennett,Freelance,2021-10-15
808,Todd Mathis,Particular,2021-07-05
809,Vincent Aguilar,Particular,2023-05-14
810,Chase Silva,Particular,2024-03-04
811,Brent House,Particular,2023-10-14
812,Alexandra Barber,Freelance,2023-08-30
813,James Walker,Particular,2023-01-06
814,Corey Jenkins,Particular,2025-01-16
815,Tara Oneill,Freelance,2023-09-18
816,Carrie Maynard,Particular,2025-01-04
817,Sandra Washington,Particular,2022-06-26
818,Mrs. Cynthia Hodges,Particular,2023-04-23
819,Jenny Terry,Particular,2022-02-15
820,Cynthia Newton,Particular,2021-09-28
821,Michelle Garza,Particular,2023-05-18
822,William Anderson,PyME,2021-10-12
823,Christian Williams,Particular,2021-06-27
824,Marie Clark,PyME,2021-06-18
825,Christopher Baker,Freelance,2025-01-17
826,Joshua Davis,Particular,2023-05-21
827,Brian Garcia,Particular,2023-05-26
828,Elizabeth Jackson,Freelance,2023-10-20
829,Kimberly Travis,Freelance,2024-03-24
830,Jerry Swanson,Particular,2024-01-02
831,Meghan Lee,Freelance,2022-10-12
832,David Davis,Particular,2022-12-05
833,Eric Rangel,PyME,2024-01-29
834,John Dyer,Particular,2021-07-28
835,Phyllis Hale,Freelance,2021-10-18
836,Christine Crawford,Freelance,2023-08-10
837,Juan Hoffman,Particular,2024-04-08
838,Michael Smith,Freelance,2024-10-04
839,Lisa Brown,Freelance,2021-11-02
840,Jessica Johnson,Freelance,2023-12-25
841,Tyrone Dudley,Freelance,2023-10-14
842,Jennifer Moore,Freelance,2024-02-17
843,Ashley Gonzalez,Freelance,2024-06-28
844,Michael Khan,Freelance,2023-03-03
845,Rachel Campbell,PyME,2022-12-09
846,Heather Campbell,Freelance,2021-05-08
847,Andrew Wilson,Particular,2022-08-24
848,Joseph Johnston,Particular,2022-03-16
849,Daniel Allen,Particular,2023-10-03
850,Rachel Garcia,Freelance,2023-01-01
851,David Zimmerman,Particular,2022-12-02
852,Aaron Johnson,Particular,2021-06-16
853,Zachary Payne,Freelance,2021-05-07
854,Heather Villanueva,Particular,2021-10-19
855,Michael Wong,Particular,2024-01-24
856,Andrew Richardson,Particular,2022-09-30
857,Lisa Carrillo,PyME,2024-05-25
858,Renee Marquez,Particular,2025-01-04
859,Dwayne Rodriguez,PyME,2024-04-26
860,Christina Pratt,Freelance,2024-04-23
861,Shannon Patel,Particular,2022-05-18
862,Lauren Villarreal,Freelance,2024-07-28
863,Dr. Roy Scott,Particular,2022-12-04
864,Dustin Moreno,Freelance,2022-04-22
865,Tonya Porter,Freelance,2024-01-20
866,Lisa Reynolds,Particular,2021-04-24
867,Regina Cooper,Particular,2024-10-11
868,Jared Hess,PyME,2021-09-10
869,Taylor Dunn,Particular,2022-01-15
870,Lauren Griffin,PyME,2022-10-22
871,Ryan Manning,Freelance,2021-06-05
872,Ryan Sanchez,Freelance,2023-08-20
873,Heather Castro,PyME,2024-03-23
874,Shane Burke,PyME,2021-08-20
875,Thomas Campos,Freelance,2022-08-26
876,Kevin Hernandez,Particular,2021-09-26
877,Lisa Guzman,Freelance,2024-05-22
878,John Jackson,Particular,2023-12-12
879,Jonathan Mcfarland,Particular,2022-09-13
880,Melanie Jimenez,Particular,2023-12-18
881,Diana Holt,Freelance,2021-07-16
882,Mary Coleman,Freelance,2021-06-18
883,Ruth Harmon,Particular,2023-09-05
884,Katherine Holmes,Freelance,2023-11-14
885,Joseph Walker,PyME,2021-07-25
886,Jeremy Castillo,Particular,2023-04-15
887,Allen Simpson DDS,Particular,2022-12-03
888,Jessica Crawford,Particular,2021-04-07
889,Jenna Powers,Freelance,2021-06-29
890,Timothy Guzman,Particular,2023-09-28
891,Jennifer Evans,PyME,2022-07-25
892,Rebecca Perkins,Particular,2023-11-12
893,Rachael Jackson,Particular,2024-09-11
894,Meghan Hughes,Freelance,2023-12-10
895,Travis Gray,PyME,2021-07-18
896,Elizabeth Kelly,Particular,2023-07-24
897,Frank Bryant,Particular,2021-09-19
898,Patricia Farrell,Particular,2024-12-08
899,Jennifer Jones,PyME,2023-09-10
900,Michael Sanders,Particular,2023-12-14
901,Brian Mcbride,Particular,2023-03-22
902,Holly Turner,Particular,2024-05-01
903,Linda Fowler,Freelance,2023-11-23
904,Anthony Acevedo,Particular,2023-12-14
905,Samuel Doyle,Particular,2022-04-16
906,Dr. Ralph Johnson MD,Freelance,2024-03-31
907,Beverly Bass,Freelance,2025-01-17
908,Molly Wade,PyME,2023-08-06
909,Adam Campbell,Particular,2024-01-07
910,Daniel Adkins,Freelance,2024-02-26
911,Jack Roberts,Particular,2024-03-10
912,Cynthia Taylor,Particular,2023-04-07
913,Christine Pham,Particular,2024-01-23
914,Matthew Anderson,Particular,2024-10-18
915,Colleen Bradshaw,Particular,2023-08-03
916,Lisa Johnson,PyME,2022-11-18
917,Ernest Curry,Particular,2021-07-25
918,Gabriel Miller,Particular,2024-02-20
919,George Hansen,Particular,2022-12-14
920,Austin Tapia,PyME,2021-09-14
921,Alexis Santana,Freelance,2022-11-27
922,Clayton Hill,Particular,2024-03-29
923,Christine Krueger,Freelance,2024-05-29
924,Valerie Ellis,Particular,2023-08-19
925,James Lee,PyME,2021-08-24
926,Timothy Cohen,Particular,2022-06-26
927,Anne Martin,Particular,2023-10-28
928,Frederick Ross,Particular,2024-09-28
929,Michael Gibson,Particular,2021-04-30
930,Jeremy Patel,Freelance,2023-05-03
931,Ana Greene,Particular,2024-10-01
932,Andrew Jones,Freelance,2024-02-12
933,Erica Anderson,Freelance,2022-03-02
934,Abigail Moss,Particular,2023-06-16
935,Nancy Johnson,Particular,2021-04-25
936,Nicolas Murphy,Freelance,2022-05-07
937,Juan Delacruz,Particular,2022-08-22
938,Erin Bolton,Particular,2024-12-31
939,Elijah Young,Particular,2021-07-23
940,Margaret Reed,Particular,2022-07-12
941,Kurt Elliott,Freelance,2023-02-13
942,Mark Freeman,Particular,2022-07-22
943,Nicole Morgan,Particular,2022-02-19
944,Ashley Pugh,Freelance,2023-05-27
945,Mark Vazquez,Particular,2024-08-04
946,Heather Turner,Particular,2024-05-24
947,Gabriel Anderson,PyME,2024-09-27
948,Steven Kelly,Particular,2023-06-19
949,Pamela Wilson,Freelance,2023-10-07
950,Tabitha Logan,Particular,2022-07-16
951,Jenny Weaver,Particular,2021-04-24
952,Taylor Harmon,Particular,2024-04-02
953,Rachel Anderson,Particular,2024-03-15
954,April Brown,Freelance,2022-03-06
955,Jose Gallagher MD,Particular,2024-01-06
956,Jerry Moore,Particular,2021-12-24
957,Janice Marshall,Freelance,2021-05-14
958,Megan Henry,Particular,2022-04-19
959,David Garcia,Particular,2024-07-29
960,Cheyenne Donovan,Particular,2023-11-28
961,Daniel Melton,Particular,2024-09-03
962,Ashley Thomas MD,Freelance,2024-01-09
963,Matthew Jones,Particular,2024-12-04
964,Kurt Davis,Freelance,2021-10-31
965,Anthony Jones,Particular,2022-04-10
966,Carrie Mcintosh,Freelance,2022-10-10
967,Christopher Palmer,Particular,2024-10-20
968,Kent Campbell,Particular,2022-07-10
969,Christy Farmer,Particular,2023-11-03
970,Tracy Moore,PyME,2023-05-03
971,Tamara Bean,Particular,2023-03-22
972,Linda Simon,Freelance,2022-08-11
973,Brian Jenkins,Freelance,2024-06-30
974,Shannon Anderson,Particular,2023-05-05
975,Robin Castro,Particular,2021-05-02
976,Cynthia Roberts,PyME,2024-11-14
977,Pamela Garcia,Particular,2023-05-27
978,John Hays,Particular,2022-11-16
979,Jennifer Curtis,Particular,2023-09-29
980,Daniel Watkins,Freelance,2022-10-23
981,Edward Rios,Particular,2022-12-03
982,Dylan Williams,PyME,2022-06-15
983,Robert Salazar,Particular,2021-11-02
984,Kristen Walker,Particular,2024-03-20
985,Nathan Hall,Freelance,2024-03-08
986,Ashley Mcdonald,Particular,2022-03-23
987,Sharon Spears,Particular,2022-09-04
988,April Johnson,Freelance,2021-06-12
989,Jennifer Smith MD,Particular,2024-04-27
990,Robin Mendoza,Particular,2024-10-25
991,Robert Duffy,PyME,2023-08-03
992,David Villegas,Particular,2023-06-08
993,Nancy Rodriguez,Particular,2023-08-10
994,Annette George,Freelance,2022-12-27
995,Matthew Oneal,Particular,2023-03-04
996,Francisco Mcdonald,Freelance,2023-01-05
997,Melinda Rocha,Freelance,2023-10-20
998,Mary Williams,Freelance,2024-03-08
999,Matthew Watson,Freelance,2022-02-23
1000,Frances Hutchinson,Freelance,2023-06-23
1001,,,
1002,,,
1003,,,
